text,intent
Como puedo habilitar la facturacion de mi cuenta,KGB_CICLOS
Es cuando se reactivara el internet ya que han pasado mas de 4 horas,REINICIO_PLAN
Acabo de comprar un chip prepago,KGB_ACTIVARPREPAGO
Hola tengo el siguiente problema tenia un plan en otro movil lo deje de pagar y me suspendieron el servicio cancele el total de la deuda pero el servicio para poder realizar llamadas esta bloqueado,REINICIO_PLAN
No tengo servicios y me figura que no tengo deuda que pasa,DEUDA_FIJO_MOVIL
Hola quiero pagar una cuenta,KGB_QUIEROPAGAR
como puedo recargar bolsas de navegacion,KGB_RECARGAONLINE
Pague la cuenta y no puedo acceder,HANDOVER_RECLAMOS
Quiero contratar el partido de river boca,VENTAS_C2C
no estoy registrada en la sucursal virtual Puedo consultar a algun telefono hoy domingo,HANDOVER_RECLAMOS
buenas tardes quisiera ver la posibilida de pedir un prorroga,KGB_PRORROGA
Necesito poner un reclamo,HANDOVER_RECLAMOS
Estoy molesta porque acabo de pagar la factura y no viene ningun descuento Es mi herramienta de trabajo y tuve muchos problemas esas dos semana sin servicio Favor indicar descuentos en proxima factur,KGB_CAMBIARPASSWIFIRED
Quiero activar mi chip,KGB_ACTIVARPREPAGO
Me porte de un chip entel a movistar con un plan y el chip me lo fueron a entrega,KGB_COMPRARCHIPMOVI
Hola esk no tengo como pagar en estos momentos keria saber si tiene algun tipo de ayuda o si no para darlo de baja el servicio,KGB_CAMBIARPASSWIFIRED
Kiero dar de baja los servicios,HANDOVER_BAJA
Como puedo cambiar el nombre y la clavedel wifi,KGB_CAMBIARPASSWIFIRED
Debo un dinero por cerrar dos lineas,DEUDA_FIJO_MOVIL
Quisiera saber como puedo cambiar mi chip,KGB_COMPRARCHIPMOVI
Cuanto se demora en llegar un chip,KGB_COMPRARCHIPMOVI
No tengo mi contraseña ni mi email de recepcion de contraceña,KGB_CAMBIARCLAVESVAPPMOVI
Ola tengo problemas con mi internet en mi hogar,HANDOVER_RECLAMOS
No tengo internet en mi hogar,CONSUMO_DATOS_FIJO
Necesito ver planes de TV cable,VENTAS_C2C
Como doy de baja un plan de TV cable,HANDOVER_BAJA
buenas tardes quisiera renovar mi equipo y a que equipos puedo acceder,DEUDA_FIJO_MOVIL
Me llamaron y me ofrecieron un plan como portabilidad,REINICIO_PLAN
no podemos pagar intentamos y nada,KGB_QUIEROPAGAR
Hoy robaron mi celular y necesito bloquear el numero y el equipo,KGB_BLOQUEARCELIUPERDIROBO
Cuando me puedo portar a Movistar,KGB_MOVIL
Movistar play,KGB_ACTMOVPLAY
Hola me gustaria saber si puedo hacer cambio de equipo,KGB_RECAMBIOEQUIPOMIVIONE
Necesito dar de baja un servicio,HANDOVER_BAJA
Necesito dar de baja un servicio,HANDOVER_BAJA
Hola buen estoy sin internet desde el dia viernes en mi hogar,HANDOVER_RECLAMOS
Hola donde puedo comprar una una simcard Movistar,KGB_COMPRARCHIPMOVI
No recuerdo la clave de la sucursal virtual,KGB_CAMBIARCLAVESVAPPMOVI
Hola como activo mi chip movistar,KGB_ACTIVARPREPAGO
En que lado de la tarjeta movistar donde viene el chip esta mi numero celular,KGB_USUARCHIPTRIPLECORTE
me suspendieron el servicio,KGB_COBROREPOSERVICIO
No se que dia vence mi plan pague ayer 02 09 2019 y me cortaron el servicio Que debo hacer para solucionar este problema,REINICIO_PLAN
quiero cambiar clave y nombre de wifi,KGB_CAMBIARPASSWIFIRED
Es posible poder realizar portabilidad con ustedes,KGB_PORTABILIDADCOMPLETA
El 21 de agosto pague 2 veces mi cuenta que puedo hacer que pyedo hacer,HANDOVER_RECLAMOS
Quieeo planes,VENTAS_C2C
Hola recien activo mi chip pero me da error,KGB_ACTIVARPREPAGO
HOLA BUENOS HE TRATADO EN REITERADAS OCACIONES EN CANCELAR MI CUENTA SIN RESULTADOS POSITIVOS NOI SE PUEDE POR LA APLICACION NI POR LA PAGINA RUEGO A USTED ENVIAR INFORMACION QUE OTRO MEDIO DE PAGO,KGB_CAMBIARPASSWIFIRED
Algun numero para consultar,HANDOVER_RECLAMOS
como pago mi cuenta si no tengo el numero de cliente,KGB_CONOCERNUMEROASOCSERV
Cambiar mi clave,KGB_CAMBIARPASSWIFIRED
Necesito mi ultima boleta,COPIA_BOLETA_FIJO_MOVIL
hola necesito me envien el estado de cuenta ami correo No puedo verlo en la pagina,COPIA_BOLETA_FIJO_MOVIL
Quisiera saber que cuenta tengo vencida,DEUDA_FIJO_MOVIL
Porque me llegan cobros por mensajes y por telefono,KGB_RECLALARGADISTANCIA
quisiera saber si una persona que esta en dicom,DEUDA_FIJO_MOVIL
quisiera consultar por un pago realizado a mi cuenta que aun aparece como deuda,DEUDA_FIJO_MOVIL
como cambiar la contraseña de mi router,KGB_CAMBIARPASSWIFIRED
quiero contratar una linea adicional a mi plan con equipo incluido,VENTAS_C2C
quiero contratar una linea adicional a mi plan con equipo incluido,VENTAS_C2C
Me robaron el celular y es con plan,KGB_APLICOSERMOVI
NECESITO CAMBIAR LA CONTRASEÑA DE WIFI,KGB_CAMBIARPASSWIFIRED
me puedes mandar mi boleta,COPIA_BOLETA_FIJO_MOVIL
tengo una linea de prepago,KGB_PORTABILIDADPREPAGO
Hola sabes q quiero pedir una prorroga por este mes que me paso algo in puntual y no Quero q me corten el servicio,KGB_PRORROGA
Hola necesito saber como se hace para cambiar el nombre del titular de la cuenta,KGB_CAMBIARLINEA
garantia,KGB_GARANTIACELU
Ese es mi numero,KGB_CONOCERNUMEROASOCSERV
quiero saber el monto de mi deuda,DEUDA_FIJO_MOVIL
hola mi nombre es nayadeth castro y quiero poner termino de sus servicios mi rut es 11264861 5,KGB_CAMBIARPASSWIFIRED
Lugar mas cercano donde pueda comprar un chip movistar,KGB_COMPRARCHIPMOVI
Me gustaria un equipo nuevo para una de mis lineas,KGB_RECAMBIOEQUIPOMIVIONE
Necesito activar mi chip,KGB_ACTIVARPREPAGO
cuando me llega mi recarga este,KGB_DETALLERECARGASPREPAGO
Hola quisiera saber como puedo bloquear mi numero de celular,DEUDA_FIJO_MOVIL
Como puedo bloquear un celular que se me perdio,KGB_BLOQUEARCELIUPERDIROBO
No solo esa que practicamente las recargas que realizo no me sirven para nada,KGB_DETALLERECARGASPREPAGO
me llamaron de una oficina de cobranza parra avisarme que mi cta de agosto estaba impaga y si pagaba hoy me hacian un 50 por ciento de rebaja Es una empresa que esta autorizada por uds,KGB_CAMBIARPASSWIFIRED
me llamaron de una oficina de cobranza parra avisarme que mi cta de agosto estaba impaga y si pagaba hoy me hacian un 50 por ciento de rebaja Es una empresa que esta autorizada por uds,KGB_CAMBIARPASSWIFIRED
Quiero realizar portabilidad,KGB_PORTABILIDADPREPAGO
quiero realizar portabilidad,KGB_PORTABILIDADPREPAGO
Y cancele otro numero,KGB_CAMBIONUMTELEFONO
Yo el mes pasado baje mi plan,DETALLE_PLAN_FIJO_MOVIL
Soy cliente nuevo en onteinte hogar,VENTAS_C2C
Hola nesesito una prorroga como lo ago,KGB_PRORROGA
Hacen entregas de celular a domicilio,KGB_CAMBIARDOMICILIOSERVFIJO
necesito conocer el valor de la mensualidad del servicio,KGB_CICLOS
hola me llamaron para hacer un convenio de pago pero no me llego el correo con el link,KGB_CAMBIARPASSWIFIRED
Quiero saver como puedo dar de baja mi plan pero no soy el titular de la cuenta,KGB_CAMBIARLINEA
Quisiera saber horario de atencion de sucursal en Antofagasta,KGB_LUGARPAGOMOVI
necesito bloquear mi numero que lo robaron el fin de semana pasado,KGB_BLOQUEARCELIUPERDIROBO
Lo que pasa es que no tengo clave,KGB_CAMBIARPASSWIFIRED
Nop tengo clave entonces como veo lo que necesito saber por k no tengo cable la fact tampoco me ha llegado,KGB_CAMBIARPASSWIFIRED
Que no tengo cable en mi casa no me ha llegado la boleta para el pago pero tengo internt en la casa,COPIA_BOLETA_FIJO_MOVIL
quiero pagar mi plan no tengo clave solo mi rut,DETALLE_PLAN_FIJO_MOVIL
Internet hogar deuda,DEUDA_FIJO_MOVIL
Denota internet hogar,VENTAS_C2C
informaciones del banda,KGB_CONCERBANDECELU
Quiero saber que se nesesita para contratar un router movil Que requisitos se necesitan,VENTAS_C2C
Problema de portabilidad,KGB_REVPORTAPREPAGO
Ayer cancele la deuda del mes de septiembre,DEUDA_FIJO_MOVIL
Hola necesito saber que es lo que debo pero detalladame te,DEUDA_FIJO_MOVIL
Quiero un router como puedo contratar uno,VENTAS_C2C
Hola buenas tardes necesito el numero asociado a mi cuenta hogar para cancelar la deuda Mi rut es 8 008 120 0 Cesar Higuera gracias,DEUDA_FIJO_MOVIL
Quiero desactivar Movistar play,KGB_ACTMOVPLAY
Hola buenas rardes me gustaria saber mi consumo de minutos y daros moviles,CONSUMO_MINUTOS_MOVIL
Solicito que me ayuden yo tengo pagado mi internet y cable,HANDOVER_RECLAMOS
Necesito que me cambien el internet a fibra optica,KGB_CUANTOSEQUIPOSWIFI
hola quisiera ver mi voleta con detalles,DEUDA_FIJO_MOVIL
Hola nesecito saber cuando termino de pagar el telefono que compre con ustedes,KGB_CICLOS
Hola necesito ver la boleta de mi movil,COPIA_BOLETA_FIJO_MOVIL
Detalle llamadas Agosto,KGB_DETALLE_PLANAPPMOVI
Creo que me realizaron el cobro antes de fecha y,KGB_VENCIMIENTOCUENTA
Ayer fue que realice mi pago y todavia no funciona mi internet,HANDOVER_RECLAMOS
Quisiera pedir una prorroga,KGB_PRORROGA
Hola necesito bloquear celulr 5697072440 x robo,KGB_BLOQUEARCELIUPERDIROBO
Quiero saber como cambiar mi tarifa,KGB_CAMBIARTARIFACELUPREPAGO
Quiero dar de baja un servicio,HANDOVER_BAJA
Hola yo tengo plan en wom y quiero portarme a movistar como lo puedo hacer,KGB_MOVIL
Quiero ver como me puedo portar para obtener algun equipo pie 0,KGB_PORTABILIDADPREPAGO
Hola quiero hacer un reclamo sobre el internet Hace 1 o 2 semanas esta el internet intermitente,HANDOVER_RECLAMOS
no poseo clave de movistar,KGB_CAMBIARCLAVESVAPPMOVI
hola tengo problemas con mi internet,HANDOVER_RECLAMOS
Activar plan,DETALLE_PLAN_FIJO_MOVIL
consulta es que quiero cambiar de n° pero quiero conservar mi plan,DETALLE_PLAN_FIJO_MOVIL
quiero realizar cambio de titularidad,KGB_CAMBIARLINEA
al llamar al 6006003000 que opcion debo tomar ya que las que dan no me acercan a lo que yo necesito,KGB_MARCARDENTRODECHILE
No puedo activar mi chip con plan,KGB_ACTIVARPREPAGO
Puedo sacar plan de 17990 y con movil,DETALLE_PLAN_FIJO_MOVIL
Necesito contratar un deco adicional de 1 990 de internet hogar,VENTAS_C2C
Quiero cambiar el titular de una cuenta,KGB_CAMBIARLINEA
recien me han venido a instalar un mondem de banda ancha lo que quiero es cambiar la contraseña para poder dar wiffi,KGB_CAMBIARPASSWIFIRED
Queria saber si tengo Internet,CONSUMO_DATOS_FIJO
Repetidor,KGB_REPETIDORWIFI
como puedo abrir los puertos de mi internet,HANDOVER_RECLAMOS
Hola quiero saber el tipo de plan que tengo contratado,DETALLE_PLAN_FIJO_MOVIL
Como recuperar contraseña,KGB_RECUPERACLAVEEMAILNOUSO
Necesito que me den un numero nuevo con mi plan,REINICIO_PLAN
Quiero ver el estado de mi celular que lleve al servicio tecnico,KGB_REVISARREPARACIONEQUIPO
desbloquear telefono,KGB_LIBREQUIPO
Hola necesito pagar una deuda antigua de 1 año con un codigo que me entregaron para pagar en cencillito,KGB_QUIEROPAGAR
soy titular de dos lineas moviles y solo pude pagar una,KGB_CAMBIARLINEA
mi plan es de 7200 y me estan recargando cada mes 5500 porque,REINICIO_PLAN
Quiero comprar mas gigas ya que se me gastaron,REINICIO_PLAN
como bloqueo telefono celular extraviado,KGB_BLOQUEARCELIUPERDIROBO
Hola buenas tardes necesito cambio de domicilio,KGB_CAMBIARDOMICILIOSERVFIJO
Hola necesito contratar CDF HD y por sucursal virtual no puedo y llamando al 6006003000 tampoco me sale la opcion que hago,KGB_CANALTV
Quiero eliminar el Internet hogar,VENTAS_C2C
boleta,COPIA_BOLETA_FIJO_MOVIL
Puedo tener solo Internet y TV,HANDOVER_RECLAMOS
quiero saber como funciona el repartidor de señal,KGB_REPETIDORWIFI
Una consulta por un numero,KGB_CAMBIONUMTELEFONO
PEDI UN CHIP,KGB_COMPRARCHIPMOVI
ciclos de facturacion,KGB_CICLOS
Roaming plan l,KGB_USARCELUFUERACHILE
Mi numero tiene roaming,KGB_USARCELUFUERACHILE
No tengo la clave de suculsal virtual,KGB_CAMBIARPASSWIFIRED
Quisiera dar de baja el wiffi portatil,HANDOVER_BAJA
hola hoy pague la cuenta de mi telefono movil y aun no me habilitan el servicio,REINICIO_PLAN
Kiero saver la fecha de bencimiento de mi cuenta,KGB_VENCIMIENTOCUENTA
Me cortarob el internet ctmre,CONSUMO_DATOS_MOVIL
HOLA QUIERO SABER EN QUE PAGINA PUEDO HACER UN RECLAMO PERTINENTE,HANDOVER_RECLAMOS
Cuando canselas tu desdu tetedan altiro tu plan,REINICIO_PLAN
quiero combiar de plan,VENTAS_C2C
Quiero saber mi numero de asociado,KGB_CONOCERNUMEROASOCSERV
Necesito la boleta con detalle del plan,COPIA_BOLETA_FIJO_MOVIL
necesito contratar un plan movil el mas economico la idea es no perder mi numero,VENTAS_C2C
no me acuerdo de mi clave,KGB_CAMBIARPASSWIFIRED
Quiero cambiar de plan,KGB_SOLCAMBIPLAN
Mire yo me atrase al cancelar mi cuenta telefonica movil Me habian dado una oferta pero no pude en esa fecha quisiera saber si tengo alguna posibilidad de descuento para pagar joy,DEUDA_FIJO_MOVIL
Olvide mi contraseña,KGB_RECUPERACLAVEEMAILNOUSO
Hola necesito un nano chip,KGB_COMPRARCHIPMOVI
el telefono fijo esta malo,KGB_CELULARFALLANDO
quiero saber sobre mi boleta,COPIA_BOLETA_FIJO_MOVIL
Como pagar cuenta wifi,KGB_QUIEROPAGAR
pero quiero cambiar de 3G a 4G,KGB_4GLTE
lo que si alguna sucursal en providencia en donde pueda cambiar el chip,KGB_LUGARPAGOMOVI
succursal en providencia en donde pueda cambiar el chip de mi celular,KGB_COMPRARCHIPMOVI
Hola anoche cancele la deuda pendiente pero aun me sale impaga,REINICIO_PLAN
como pido prorroga del vencimiento de la boleta,KGB_PRORROGA
Cobro doble de netflix,KGB_QUEESMOVISTARPLAY
Hoy hise una recarga a las 8 41 a mi pre pago,KGB_DETALLERECARGASPREPAGO
Me cambie de domicilio y tengo internet y banda ancha Como se puede cambiar al nuevo domicilio,KGB_CAMBIARDOMICILIOSERVFIJO
Quiero eliminar mi plan,DETALLE_PLAN_FIJO_MOVIL
necesito saber si estoy haciendo uso de mi plan dd 6 dias de roaming,KGB_USARCELUFUERACHILE
Deseo pagar una boleta que vencio 1 agosto,KGB_QUIEROPAGAR
Hola nesecito que me llame un ejecutivo para contratar un plan en mi otro telefono que tengo,VENTAS_C2C
registrarme en movistar play,KGB_ACTMOVPLAY
No tengo clave virtual,KGB_CAMBIARPASSWIFIRED
Hola Puedo bloquear el celular de mi mama que le robaron,KGB_BLOQUEARCELIUPERDIROBO
necesito solicitar un chip puesto que me robaron el celular,KGB_COMPRARCHIPMOVI
Ultima boleta,COPIA_BOLETA_FIJO_MOVIL
Es el router portatil le cambiaron la clave pero no se acuerdan como puedo saber q clave es,KGB_CAMBIARPASSWIFIRED
Por club,KGB_PARTCLUBMOV
Hola tengo el plan one quiero saber cuando cumplo el año para hacer cambio de equipo,KGB_RECAMBIOEQUIPOMIVIONE
que tengo asociado a mi boleta,COPIA_BOLETA_FIJO_MOVIL
Mi problema como cliente es que me tienen que ayudar el problema es el siguiente tengo problemas con un servidor y quiero que me hagan el favor estoy choreado con ustedes tengo problemas con el gatewa,KGB_CAMBIARPASSWIFIRED
acabo de ingresar un chip y me dice que tine problemas y que lo tengo que cambiar,KGB_COMPRARCHIPMOVI
Numero para llame,KGB_CAMBIONUMTELEFONO
lo que pasa es que soy de claro y me quiero cambiar a movistar que puedo hacer para ser de movistar,KGB_MOVIL
como puedo saber si tengo factibilidad tecnica para contratar internet fibra,VENTAS_C2C
Buenas quisiera contratar un canal de futbol,KGB_CANALTV
Como activar el preplan,KGB_ACTIVARPREPAGO
pago,KGB_LUGARPAGOMOVI
Queria ver comonpuedo recuperar un numero que era plan,VENTAS_C2C
Hola tengo wifi boleta hogar sin embargo aparece sin acceso internet por li que no puedo accder a netflix,HANDOVER_RECLAMOS
Solicite un cambio de equipo,KGB_RECAMBIOEQUIPOMIVIONE
Problemas con datos moviles,CONSUMO_DATOS_MOVIL
Quisiera saber donde puedo recargar mi wifi movil,KGB_CONECTAWIFIMOVIL
Cuando se reinicia el plan,REINICIO_PLAN
hola queria saber que se hace cuando se pierde el equipo que lo contrate con el plan,REINICIO_PLAN
hola quiero saber como hago para recuperar mi numero me robaron mi celular y necesito el chip,KGB_COMPRARCHIPMOVI
Perdi mi chip y necesito sacarlo de nuevo,KGB_COMPRARCHIPMOVI
algun numero para llamar desde otra compañia,HANDOVER_SOLICITUDES
Hola como puedo sacar como va la portabilidad q hice el viernes por la tarde cuando ya me llegaria el chip y el telefono,KGB_COMPRARCHIPMOVI
robaron mi celular puedo solicitar otro chip,KGB_COMPRARCHIPMOVI
me vine sin ROAMING a brasil y sigo recibiendo llamados,KGB_USARCELUFUERACHILE
Hola hoy me cortaron el servicio por no pago puedo solicitar una prorroga,KGB_PRORROGA
Lo que psa que ayer llame y dijieron que vendrian arreglar la situacion y no han llegado necesito comunicarme para ver ennaue estado esta,KGB_CAMBIARPASSWIFIRED
se me perdio el celular y necesito recuperar el chip yo no soy el titular de la cuenta,KGB_COMPRARCHIPMOVI
no soy el titular como lo hago,KGB_CAMBIARLINEA
hola buenas tarde quiero saber como hacer para que llamen una amiga que ella quiere portar su numero a movistar,KGB_MOVIL
Hola quiero pagar la cta de cable pero no puedo,KGB_QUIEROPAGAR
No tengo clave,KGB_CAMBIARPASSWIFIRED
Enviar mi foto de carnet x q renuncie al servicio,KGB_CICLOS
Tengo que enviar mi foto de carnet de identidad por ambos lados por renuncie a los servicios Movistar y me esta solicitando una clave para ingresar,KGB_CAMBIARPASSWIFIRED
Hola buenas tarde Tengo un problema tecnico con el kwifi de mi casa,KGB_REVISARREPARACIONEQUIPO
necesito saber el saldo de mi linea moviestar,CONSUMO_SALDO_PREPAGO
Necesito ingresar un reclamo,HANDOVER_RECLAMOS
Mi moden tiene una falla,KGB_CELULARFALLANDO
Hola es posible cambiar el titular de una cuenta,KGB_CAMBIARLINEA
Buenas tardes necesito saber cuando hay fecha de corte para el numero de fibra optica 2652196 porfavor,KGB_CUANTOSEQUIPOSWIFI
Hola quiero dar de baja el trio que tengo,HANDOVER_BAJA
Quisiera contratar algun tipo de servicio internet,VENTAS_C2C
Hola quiero bloquear mi telefono lo tengo extraviado,KGB_BLOQUEARCELIUPERDIROBO
Wifi movil,KGB_CONECTAWIFIMOVIL
Hola mira mi plan es de 21 990,DETALLE_PLAN_FIJO_MOVIL
como puedo saber mi numero de cuenta para pagar el internet hogar,KGB_CONOCERNUMEROASOCSERV
Hola buenas noches como lo puedo hacer para obtener una prorroga si ya he ocupado las 3 anuales,KGB_PRORROGA
Hola olvide mi numero para pagar mi Internet hogar,KGB_CONOCERNUMEROASOCSERV
Quieto recargar minutos,CONSUMO_MINUTOS_MOVIL
Con mi contraseña me olvide,KGB_RECUPERACLAVEEMAILNOUSO
Roaming,KGB_USARCELUFUERACHILE
Hola no tengo internet,HANDOVER_RECLAMOS
Necesito pagar cuenta Internet y nunca me a llegado la boleta,KGB_QUIEROPAGAR
quisiera saber el saldo de mi numero 946147077,CONSUMO_SALDO_PREPAGO
Una consulta yo pague mi plan cuando correspondia y ahora trato de llamar y sale que no tengo saldo suficiente,REINICIO_PLAN
NESEITO MI TRAFICO DE LLAMADAS,KGB_DETALLE_PLANAPPMOVI
Hola tengo problemas con la señal de mi decodificador,KGB_MANUALES
quiero pasar mi linea de plan a prepago,KGB_PASARPREPAGOPLAN
Quiero saber cuantas cuotas me quedan por pagar,KGB_QUIEROPAGAR
Hola Me gustaria saber si tengo deuda,DEUDA_FIJO_MOVIL
Como funciona seguro movistar,KGB_MOVISTARTSEGURO
Seguro movistar,KGB_MOVISTARTSEGURO
necesito dar de baja el servicio,HANDOVER_BAJA
Hola Necesito saber por que no tengo servicio de cable e internet Al parecer esta cortado,HANDOVER_RECLAMOS
Hola buenas tardes necesito una ayuda con el servicio de internet hogar,HANDOVER_RECLAMOS
Puedo portar mi numero a otra sim,KGB_PORTABILIDADPREPAGO
quisiera consultar como lo puedo hacer para solicitar la visita de un tecnico en mi hogar,DEUDA_FIJO_MOVIL
Quiero dar de baja un servicio,HANDOVER_BAJA
Cual es el numero de boleta,COPIA_BOLETA_FIJO_MOVIL
Quiero contratar un servicio,VENTAS_C2C
Desde que edad puedo contratar un plan,VENTAS_C2C
Quisiera saber que necesito para terminar un contrato con ustedes,HANDOVER_BAJA
Tengo mi numero de orden,KGB_CONOCERNUMEROASOCSERV
