text,intent
CONTRATE UNA BANDA ANCHA MOVIL Y FUI A RETIRAR EL CHIP A SUCURSAL LA CALERA PERO ESTAN SIN SISTEMA ME LO PUEDE CAMBIAR PARA RETIRAR EN QUILLOTA,Ninguna
CONTRATE UNA BANDA ANCHA MOVIL Y FUI A RETIRAR EL CHIP A SUCURSAL LA CALERA PERO ESTAN SIN SISTEMA ME LO PUEDE CAMBIAR PARA RETIRAR EN QUILLOTA,Ninguna
CONTRATE UNA BANDA ANCHA MOVIL Y FUI A RETIRAR EL CHIP A SUCURSAL LA CALERA PERO ESTAN SIN SISTEMA ME LO PUEDE CAMBIAR PARA RETIRAR EN QUILLOTA,Ninguna
CONTRATE UNA BANDA ANCHA MOVIL Y FUI A RETIRAR EL CHIP A SUCURSAL LA CALERA PERO ESTAN SIN SISTEMA ME LO PUEDE CAMBIAR PARA RETIRAR EN QUILLOTA,Ninguna
CONTRATE UNA BANDA ANCHA MOVIL Y FUI A RETIRAR EL CHIP A SUCURSAL LA CALERA PERO ESTAN SIN SISTEMA ME LO PUEDE CAMBIAR PARA RETIRAR EN QUILLOTA,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
SUCURSAL LA CALERA NO ESTA ATENDIENDO,Ninguna
CONTRATE UNA BANDA ANCHA MOVIL Y FUI A RETIRAR EL CHIP A SUCURSAL LA CALERA PERO ESTAN SIN SISTEMA ME LO PUEDE CAMBIAR PARA RETIRAR EN QUILLOTA,Ninguna
CONTRATE UNA BANDA ANCHA MOVIL Y FUI A RETIRAR EL CHIP A SUCURSAL LA CALERA PERO ESTAN SIN SISTEMA ME LO PUEDE CAMBIAR PARA RETIRAR EN QUILLOTA,Ninguna
CONTRATE UNA BANDA ANCHA MOVIL Y FUI A RETIRAR EL CHIP A SUCURSAL LA CALERA PERO ESTAN SIN SISTEMA ME LO PUEDE CAMBIAR PARA RETIRAR EN QUILLOTA,Ninguna
queria ver la posibilidad de solicitar un cambio de direccion,Ninguna
hola quisiera terminar con el servicio de plan del numero 961647992,Ninguna
Necesito saber que canales argentinos tienen en su programacion ,Ninguna
cancele mi cuenta por internet se desconto de mi banco pero la pagina de ustedes se cayo y  ingrese nuevamete y me dice pendiente,Ninguna
Desgraciadamente tengo servicio VTR quienes eliminaron los canales españoles Antena 3 Television española y America de Argencina,Ninguna
como puedo cambiar de VTR a Movistar y conocer en forma previa la parrilla de canales que ofrece Movistar,Ninguna
desde ayer no hay internet en mi domicilio ,Ninguna
Me cobraron 2100 de una recarga SOS a la cual yo nunca pedi por que el chip lo active hoy mismo,Ninguna
necesito consultar porque no hay internet en mi domicilio desde ayer,Ninguna
Hola buenas tardes queria ver la posibilidad de cerrar este plan,Ninguna
Nos suspendieron el servicio Ya pagamos la boleta y aun no activan el servicio,Ninguna
puedo transferir gigas,Ninguna
puedo compartir con un numero no asociado a mi rut,Ninguna
Es que lo que pasa es que mi mama le suspendieron el movil por un pago el cual ella ya pago,Ninguna
Hola tengo problemas con el internet hogar Y no tengo la clave k ud pide y el call center es orible nadie responde,Ninguna
Quisiera saber por cuanto dura la promocion de 100 megas por 18881 pesos,Ninguna
No tengo servicio d internet,Ninguna
mi boleta viene con un cobre demas de 5 mil pesos en relacion a boleta anteriores,Ninguna
como hago para solicitar el descto de lo que me estan cobrando demas,Ninguna
algun numero  de telefono donde llamar,Ninguna
no tengo movista fijo ni movil,Ninguna
Quiero un listado de todas las llamadas del dia de hoy de mi movil num968378169,Ninguna
Quiero ver la lista de llamadas de mi movil 968378169,Ninguna
quiero cambiar mi clave de wifi hogar,Ninguna
Cerrar la cuenta de play full TV,Ninguna
Quiero cerrar la cuenta de play full TV no seguir con la señal desactivarlo,Ninguna
Quiera saber si mi numero es prepago o plan,Ninguna
necesito un tecnico que arregle el net estoy apunto de cambiar de empresa dos dias tratando que me contesten y me den solucion,Ninguna
Hola donde puedo llamar para saber por no se me activado la lunes si se pago ayer entes de las 1400 horas,Ninguna
Saber si hoy dia vendra el tecnico a una instalacion de un deco,Ninguna
Necesito retractarme de un servicio que aun no ha sido instalado,Ninguna
quiero contratar un plan hogar,Ninguna
quiero aumentar la velocidad del internet,Ninguna
Soporte tecnico,Ninguna
Hola quisiera saber como activar mi chip movistar ya que recien me acabo de portar,Ninguna
Como acitvar el chip movistar,Ninguna
Nesecito el pin de compra de movistar play como lo consigo,Ninguna
A ver mi deuda,Ninguna
Tengo plan con movistar y me han robado el equipo,Ninguna
Cual es el APN movistar,Ninguna
como puedo dejar mi plan como prepago,Ninguna
quisiera la ultima boleta completa cancela  pero ,Ninguna
no pude ver la boleta que me enviaste ,Ninguna
Hola necesito saber cuanto se demora en activarse el chip al llegar la portabilidad con equipo,Ninguna
El router que hay en mi casa marca señal pero no tiene internet me gustaria llamar a un tecnico para que lo vea,Ninguna
El router de mi casa esta malo,Ninguna
pues entonces como hago para saber mi rut el plan lo adquirio mi madre a la linea de celular mia,Ninguna
No tengo internet,Ninguna
Mi tarjeta esta bloqueado,Ninguna
Pague el plan y aun no me dan el servicio,Ninguna
Tengo dos lineas en movistar y en una me quede sin minutos la pregunta es la siguientepuedo compartir los minutos de la linea que aun dispongo de saldo,Ninguna
Hace tiempo cree una cuenta en movistar cloud,Ninguna
porque me mandan una boleta si hice el pago de mi cuenta,Ninguna
bueno quiero saber porque mi boleta aumento en 4000 pesos,Ninguna
Quisiera saber el trafico de llamadas de la linea a mi nombre,Ninguna
Estado de mi cuenta,Ninguna
Hola me gustaria ver mi boleta mensual,Ninguna
Tengo un problema con mi cuenta,Ninguna
hola me gustaria que me enviaran y a su vez agregaran el desglose de llamadas en mi boleta mensual en entel me enviavan la boleta mas el desglose de los llamados,Ninguna
perdon no conosco la diferentes formas de marcar,Ninguna
ingrese a la sucursal virtual y no me aparace nada me lego la boleta a mi correo electronico  viene el total pero no el desglose de llamados,Ninguna
Quiero ver mi ultima boleta de Internet hogar,Ninguna
quiero ver mi boleta de la cuenta 56961830338,Ninguna
deco,Ninguna
me sobran GB  se me acumulan al otro mes o los pierdo ,Ninguna
quisiera saber como puedo detener los servicios de internet tv cable y linea fija de hogar,Ninguna
solo deseo saber si pierdo mis GB o se me acumulan en laproxima boleta,Ninguna
hola pague mi celular el sabado 17 con un monto de 18 mil pesos todavia no tengo celular,Ninguna
Estoy sin Internet en mi casa desde el sabado mi telefono fijo es 222122591,Ninguna
hola no he recibido mi cuenta movistar este mes y al acercarme a pagar la cuenta de este mes subio sin previo aviso,Ninguna
buenos dias tenemos problemas con la linea de telefono fijo,Ninguna
Mi cuenta pero no puedo me estan cobrando un Movistar pley que yo no tengo y no puedo pagar todo ese monto necesito una solucion y no puedo comunicarme con ninguna operadora Movistar espero me llamen,Ninguna
Como hago que mi cuenta no este noche aca,Ninguna
Hola necesito cambiar unas de mis lineas a prepago como lo puedo hacer,Ninguna
quiero solicitar una rebaja por 3 dias ya que no tuve television por cable porque no llego señal,Ninguna
Tengo problemas con internet hogar ademas no tengo clave de acceso necesito un numero para comunicarme ya que no tengo numero fijo o celular movistar solo tengo el servicio de internet hogarno tengo,Ninguna
me gustaria saber como obtener la ultima cuenta q pague,Ninguna
Me estan cobrando un valor q yo no tengo que pagar,Ninguna
tengo 2 numeros a mi nombre y quiero separarlos como lo hago,Ninguna
Necesito cortar un plan de celular,Ninguna
Yo me fui de movistar y deje un saldo el cual pague por intermedio de recsa pero uds no fueron notificados del pago,Ninguna
quiero que reconozcan el pago realizado por recsa,Ninguna
DISCULPE PERO QUISIERA SABER PORQUE ME HA SUBIDO TANTO LA DEUDA DE CADA BOLETA ESTOS MESES CUANDO TENIA UN CONVENIO CON DESCUENTO,Ninguna
necesito el chap online,Ninguna
tengo un reclamo sobre el pago del servicio de internet dedicado ,Ninguna
Hola me llego un mensaje a mi telefono diciendo que me habia ganado un aparato,Ninguna
Contrate un plan de telefonia movil y aun no llega el equipo Lo han cambiado las fecha de entrega 3 veces,Ninguna
El area de call center me a estafado con algo ofertado que no estan respondiendo y al solicitar la grabacion,Ninguna
Pagar cuenta vencida,Ninguna
hola tengo una suspencion de servicio de tv cable,Ninguna
hola mi wifi no funciona,Ninguna
quiero preguntar si es posible cambiar la fecha de pago de mi boleta a fin de mes esta para el 21 y tengo dificultdes,Ninguna
quiero saber cuando llega la fibra optica a mi hogar para cambiar mi plan ya que es la velocidad de internet que tengo es muy baja y no da abasto para todos los equipos que tenemos aqui,Ninguna
El deco indica tarjeta caducada,Ninguna
Yo solicite un deco hd para un televisor hace dos semanas y me dijeron que en 72 horas me llamaba un tecnico para venir a instalar cosa que no a ocurrido ademas hace muchos años pago un deco,Ninguna
Necesito saber la velocidad contratada,Ninguna
Yo era parte de Movistar saque un movil con plan,Ninguna
Tengo un problema con mi red wifi,Ninguna
Se me olvido pagar la ultimo mes de internet por lo cual al parecer se me corto la red esto es fibra optica y la pague hoy por la mañana para que se reactivara pero a pesar de eso no funciono,Ninguna
Ayer contrate 2 lineas en movistar Y hoy cambie las sim respectivas para hacer valida la portabilidad,Ninguna
Como me contactaran y cuando,Ninguna
Para cortar un plan,Ninguna
hola tengo un problema con la hora automatica del sistema,Ninguna
Hola me gustaria saber la factibilidad de fibra optica en mi comuna,Ninguna
Factibilidad de fibra optica en mi comuna,Ninguna
Hol mire yo tengo una deuda,Ninguna
Hola quisiera saber cuando me Toca cambio de equipo por movistar one,Ninguna
Quiero cambiar informacion de mi correo por favor,Ninguna
como uso mis puntos movistar,Ninguna
Hace 3 o 4 dias la television no funciona bien Aparece la pantalla azul y el mensaje se ha perdido la señal de television,Ninguna
Hola quisiera activar mi Movistar play,Ninguna
Hola yo quiero activar mi chip y no me deja por telefono,Ninguna
esto necesito saber porque se me corto el plan si segun el vendedor deveiamos pagar a fin de mes,Ninguna
Solicite un huawei p30 mas un plan S y el equipo lo debo pagar por unirsecl pero no me permite pagar mas se 200mil con cuenta rut quisiera saber si el pago se puede hacer en sucursal de movistar,Ninguna
Por que me siguen cargando el plan si ni siquiera lo eh usado,Ninguna
necesito saber lo siguiente si compro un equipo en 24 cuotas por ejemplo luego pasa el tiempo y voy por la cuota 12 justo ese dia consigo el resto del dinero por pagar puedo pagar todo el restante,Ninguna
quiero saber de movistar play,Ninguna
Hola buenos dias consulta ayer contrate un plan Portandome de entel,Ninguna
Viaje a Colombia compre un equipo aya al llegar a Chile llame para rejistrar lo,Ninguna
Tengo mi telefono movil bloqueado,Ninguna
Buen dia  recibi un correo el dia  0508 del sr  jose antonio  Gonzalez Hernandez  ofreciendo sin costo  el cambio a Fibra Optica y moden  del servicio que tengo contratado de internet,Ninguna
buenas tardes necesito solicitar la  revision de un decodificador en la casa ya que el televisor dice sin señal,Ninguna
la rebaja que se aplico a  mi plan desde cuando comienza a ser efectiva,Ninguna
Hola buenas lo que pasa que mantengo el plan l y ya paso un año pasa que debo renovar mi equipo al acercarme me dijeron que tenia que poner un pie,Ninguna
Hola le cuento tengo una deuda de un plan en movistar pero ahora me llega un mensaje que me bloqueara mi equipo por no cancelar el plan eso puede ser si yo no e sacado equipo con movistar,Ninguna
acabo de pagar mi cuenta atrasada de telefono movil via tranferencia ,Ninguna
no aparecen mis productos contratados en mi sesion de movistar,Ninguna
BUENAS TARDES  SABES EL LUNES PAGUE MI CUENTA Y NO TENGO NI INTERNET NI TELEFONO Y RESULTA QUE ESOS DIAS NO ME LOS VAN A DESCONTAR MIS DATOS SON 104854788,Ninguna
estoy de ayer en la noche sin telefono en mi red fija,Ninguna
necesito un tenico porque mi telefono movistar hogar esta sin linea,Ninguna
mi telefono red fija no tiene tono,Ninguna
acabo de pagar por la pagina mi cuenta y en el banco hicieron el descuento pero no aparece como cancelado,Ninguna
necesito la boleta,Ninguna
Quiero saber si tienen internet hogar ilimitado,Ninguna
Hola instale movistar play para tenerlo en mi celular y no me deja regitrarme,Ninguna
Hola buenas tardes quiero saber por que aun no me han llamado ,Ninguna
Hola buenas tardes hoy pedi un plan con ustedes pero trabajo por lo tanto no me encontrare en mi residencia hasta al menos las 1800 horas quiero saber si es posible que alguien en mi casa reciba es,Ninguna
Quiero un numero para contactarte con ustedes,Ninguna
informe de pago,Ninguna
informe de pago,Ninguna
pago realizado pero no se refleja en la boleta online,Ninguna
pago no realizado ,Ninguna
informe de pago,Ninguna
informe de pago,Ninguna
hola quisiera dar de baja un plan internet hogar hace casi dos meses pero nunca responden ,Ninguna
buenas tardes les comento que mi internet esta fallando vino tecnico hoy dia y juro que habia arreglado problema y no fue asi trate de llamar al area tecnica pero no me permite hablar con nadie,Ninguna
hola nesecito una boleta de mi servicio puede ser del mes pasado,Ninguna
es que tengo un celular vinculado a mi alarma la cosa es que se me olvido el numero y nunca he recibido una boleta,Ninguna
Tengo un problema realize una recarga por movistar  online y la recarga no fue cargada ami saldo,Ninguna
Cm puedo saber,Ninguna
Mi deuda,Ninguna
estaba realizando una recarga a un numero prepago y al final de la transaccion me arrojo un mensaje que no se pudo completar el pago,Ninguna
recargue mi telefono prepago pero no se completo la transaccion e igual me desconto el saldo del banco,Ninguna
Realice una recarga el dia de ayer y no se realizo siendo descontado de mi cuenta en 2 oportunidades,Ninguna
ayer cancele mi plan por Internet pero todavia me aparece con deuda,Ninguna
Mi nombre es Marcelo Farias y ayer di de baja mi television satelital,Ninguna
Buenos dias  una consulta  el dia 12 se realizo pago de linea fija  internet  desde cuenta banco estado  este cargo se realizo  cargo a la cuenta  aun esta con deuda  como puedo validar  el s,Ninguna
pague ayer la cuenta me desconto el saldo del banco pero la cuenta sigue apareciendo impaga,Ninguna
Buen dia tengo problemas para pagar mi boleta y no puedo llamar porque tengo un celular entel,Ninguna
quiero saber si al contratar un plan hogar se debe pagar adicional por cada televisor en mi caso son 4 televisores de estos solo dos son smart tv,Ninguna
hice una recarga on line de 3500 se cobro 2 veces y no salio reflejada en mi numero 988678032,Ninguna
hola no se escucha bien el telefono en mi oficina,Ninguna
buen dia  necesito resolver un problema con las fechas de pago en mi boleta,Ninguna
